image name [15278], angle_normal : tensor([[2.0114]], device='cuda:0'), angle_fog : tensor([[2.8662]], device='cuda:0'), diff: 0.8548
image name [38455], angle_normal : tensor([[0.1811]], device='cuda:0'), angle_fog : tensor([[2.6440]], device='cuda:0'), diff: 2.4629
image name [41262], angle_normal : tensor([[2.3816]], device='cuda:0'), angle_fog : tensor([[2.9291]], device='cuda:0'), diff: 0.5475
image name [2448], angle_normal : tensor([[0.7199]], device='cuda:0'), angle_fog : tensor([[-0.0733]], device='cuda:0'), diff: 0.7931
image name [25840], angle_normal : tensor([[-0.2381]], device='cuda:0'), angle_fog : tensor([[2.9241]], device='cuda:0'), diff: 3.1622
image name [38596], angle_normal : tensor([[0.0672]], device='cuda:0'), angle_fog : tensor([[2.4112]], device='cuda:0'), diff: 2.3440
image name [3865], angle_normal : tensor([[0.8118]], device='cuda:0'), angle_fog : tensor([[2.8609]], device='cuda:0'), diff: 2.0491
image name [11205], angle_normal : tensor([[0.2957]], device='cuda:0'), angle_fog : tensor([[-0.3378]], device='cuda:0'), diff: 0.6336
image name [35711], angle_normal : tensor([[2.7425]], device='cuda:0'), angle_fog : tensor([[2.1672]], device='cuda:0'), diff: 0.5754
image name [39265], angle_normal : tensor([[1.0663]], device='cuda:0'), angle_fog : tensor([[2.8470]], device='cuda:0'), diff: 1.7807
image name [20689], angle_normal : tensor([[0.7802]], device='cuda:0'), angle_fog : tensor([[2.4424]], device='cuda:0'), diff: 1.6622
image name [27288], angle_normal : tensor([[-0.4771]], device='cuda:0'), angle_fog : tensor([[0.0768]], device='cuda:0'), diff: 0.5539
image name [4561], angle_normal : tensor([[0.9509]], device='cuda:0'), angle_fog : tensor([[-0.0157]], device='cuda:0'), diff: 0.9666
image name [26629], angle_normal : tensor([[0.3050]], device='cuda:0'), angle_fog : tensor([[-0.7872]], device='cuda:0'), diff: 1.0923
image name [29686], angle_normal : tensor([[-0.7841]], device='cuda:0'), angle_fog : tensor([[3.0278]], device='cuda:0'), diff: 3.8118
image name [41824], angle_normal : tensor([[-1.1288]], device='cuda:0'), angle_fog : tensor([[2.7501]], device='cuda:0'), diff: 3.8789
image name [20212], angle_normal : tensor([[2.3115]], device='cuda:0'), angle_fog : tensor([[0.4512]], device='cuda:0'), diff: 1.8603
image name [36251], angle_normal : tensor([[-0.8018]], device='cuda:0'), angle_fog : tensor([[-0.0061]], device='cuda:0'), diff: 0.7957
image name [16909], angle_normal : tensor([[1.6669]], device='cuda:0'), angle_fog : tensor([[0.5470]], device='cuda:0'), diff: 1.1200
image name [41132], angle_normal : tensor([[0.0398]], device='cuda:0'), angle_fog : tensor([[2.0916]], device='cuda:0'), diff: 2.0518
image name [31283], angle_normal : tensor([[2.5148]], device='cuda:0'), angle_fog : tensor([[-0.2450]], device='cuda:0'), diff: 2.7598
image name [10644], angle_normal : tensor([[0.0797]], device='cuda:0'), angle_fog : tensor([[1.4021]], device='cuda:0'), diff: 1.3224
image name [11973], angle_normal : tensor([[2.8699]], device='cuda:0'), angle_fog : tensor([[0.4432]], device='cuda:0'), diff: 2.4266
image name [3690], angle_normal : tensor([[1.1120]], device='cuda:0'), angle_fog : tensor([[2.9819]], device='cuda:0'), diff: 1.8699
image name [25213], angle_normal : tensor([[2.3200]], device='cuda:0'), angle_fog : tensor([[1.6658]], device='cuda:0'), diff: 0.6541
image name [21000], angle_normal : tensor([[-0.0905]], device='cuda:0'), angle_fog : tensor([[3.0353]], device='cuda:0'), diff: 3.1257
image name [13917], angle_normal : tensor([[0.2699]], device='cuda:0'), angle_fog : tensor([[-0.4612]], device='cuda:0'), diff: 0.7310
image name [42029], angle_normal : tensor([[-0.4703]], device='cuda:0'), angle_fog : tensor([[2.7262]], device='cuda:0'), diff: 3.1965
image name [5760], angle_normal : tensor([[-0.7591]], device='cuda:0'), angle_fog : tensor([[2.8418]], device='cuda:0'), diff: 3.6009
image name [4659], angle_normal : tensor([[0.6996]], device='cuda:0'), angle_fog : tensor([[0.0225]], device='cuda:0'), diff: 0.6772
image name [39102], angle_normal : tensor([[0.0193]], device='cuda:0'), angle_fog : tensor([[2.7009]], device='cuda:0'), diff: 2.6817
image name [38196], angle_normal : tensor([[-0.0717]], device='cuda:0'), angle_fog : tensor([[2.3605]], device='cuda:0'), diff: 2.4322
image name [41802], angle_normal : tensor([[-0.4916]], device='cuda:0'), angle_fog : tensor([[0.8499]], device='cuda:0'), diff: 1.3415
image name [44816], angle_normal : tensor([[1.6295]], device='cuda:0'), angle_fog : tensor([[0.1591]], device='cuda:0'), diff: 1.4704
image name [764], angle_normal : tensor([[2.2360]], device='cuda:0'), angle_fog : tensor([[1.6985]], device='cuda:0'), diff: 0.5376
image name [34318], angle_normal : tensor([[-0.7476]], device='cuda:0'), angle_fog : tensor([[2.7867]], device='cuda:0'), diff: 3.5343
image name [42331], angle_normal : tensor([[2.6954]], device='cuda:0'), angle_fog : tensor([[0.0334]], device='cuda:0'), diff: 2.6619
image name [10255], angle_normal : tensor([[0.1286]], device='cuda:0'), angle_fog : tensor([[2.4920]], device='cuda:0'), diff: 2.3634
image name [30095], angle_normal : tensor([[2.7931]], device='cuda:0'), angle_fog : tensor([[0.0059]], device='cuda:0'), diff: 2.7873
image name [24458], angle_normal : tensor([[2.3214]], device='cuda:0'), angle_fog : tensor([[2.9991]], device='cuda:0'), diff: 0.6777
image name [18648], angle_normal : tensor([[1.0475]], device='cuda:0'), angle_fog : tensor([[0.0964]], device='cuda:0'), diff: 0.9511
image name [39373], angle_normal : tensor([[-0.3804]], device='cuda:0'), angle_fog : tensor([[2.6762]], device='cuda:0'), diff: 3.0566
image name [14910], angle_normal : tensor([[0.8680]], device='cuda:0'), angle_fog : tensor([[2.2457]], device='cuda:0'), diff: 1.3777
image name [30602], angle_normal : tensor([[-0.2910]], device='cuda:0'), angle_fog : tensor([[2.9535]], device='cuda:0'), diff: 3.2445
image name [9595], angle_normal : tensor([[0.3767]], device='cuda:0'), angle_fog : tensor([[-0.1673]], device='cuda:0'), diff: 0.5440
image name [21822], angle_normal : tensor([[2.0710]], device='cuda:0'), angle_fog : tensor([[2.9748]], device='cuda:0'), diff: 0.9038
image name [25202], angle_normal : tensor([[1.9797]], device='cuda:0'), angle_fog : tensor([[-0.0555]], device='cuda:0'), diff: 2.0352
image name [8536], angle_normal : tensor([[0.1663]], device='cuda:0'), angle_fog : tensor([[2.8331]], device='cuda:0'), diff: 2.6669
image name [34642], angle_normal : tensor([[0.3801]], device='cuda:0'), angle_fog : tensor([[2.0543]], device='cuda:0'), diff: 1.6742
image name [28746], angle_normal : tensor([[2.7076]], device='cuda:0'), angle_fog : tensor([[-0.1770]], device='cuda:0'), diff: 2.8845
image name [5685], angle_normal : tensor([[-0.5675]], device='cuda:0'), angle_fog : tensor([[2.8172]], device='cuda:0'), diff: 3.3848
image name [13009], angle_normal : tensor([[2.3733]], device='cuda:0'), angle_fog : tensor([[0.1919]], device='cuda:0'), diff: 2.1814
image name [4604], angle_normal : tensor([[1.5401]], device='cuda:0'), angle_fog : tensor([[0.0638]], device='cuda:0'), diff: 1.4763
image name [24447], angle_normal : tensor([[2.1071]], device='cuda:0'), angle_fog : tensor([[2.9121]], device='cuda:0'), diff: 0.8050
image name [45042], angle_normal : tensor([[2.1386]], device='cuda:0'), angle_fog : tensor([[0.1789]], device='cuda:0'), diff: 1.9597
image name [14543], angle_normal : tensor([[0.7063]], device='cuda:0'), angle_fog : tensor([[0.1826]], device='cuda:0'), diff: 0.5237
image name [25721], angle_normal : tensor([[-0.0371]], device='cuda:0'), angle_fog : tensor([[3.0082]], device='cuda:0'), diff: 3.0453
image name [28270], angle_normal : tensor([[2.2029]], device='cuda:0'), angle_fog : tensor([[2.9689]], device='cuda:0'), diff: 0.7660
image name [27590], angle_normal : tensor([[-0.0444]], device='cuda:0'), angle_fog : tensor([[1.6025]], device='cuda:0'), diff: 1.6469
image name [16541], angle_normal : tensor([[0.0919]], device='cuda:0'), angle_fog : tensor([[0.7724]], device='cuda:0'), diff: 0.6805
image name [10147], angle_normal : tensor([[0.1256]], device='cuda:0'), angle_fog : tensor([[1.5030]], device='cuda:0'), diff: 1.3774
image name [16530], angle_normal : tensor([[0.1003]], device='cuda:0'), angle_fog : tensor([[0.8820]], device='cuda:0'), diff: 0.7817
image name [39027], angle_normal : tensor([[-0.1924]], device='cuda:0'), angle_fog : tensor([[1.9529]], device='cuda:0'), diff: 2.1453
image name [38844], angle_normal : tensor([[0.0727]], device='cuda:0'), angle_fog : tensor([[2.6913]], device='cuda:0'), diff: 2.6186
image name [19025], angle_normal : tensor([[0.5860]], device='cuda:0'), angle_fog : tensor([[2.0148]], device='cuda:0'), diff: 1.4288
image name [5771], angle_normal : tensor([[-0.8511]], device='cuda:0'), angle_fog : tensor([[0.0750]], device='cuda:0'), diff: 0.9261
image name [2921], angle_normal : tensor([[2.0451]], device='cuda:0'), angle_fog : tensor([[2.8349]], device='cuda:0'), diff: 0.7898
image name [43660], angle_normal : tensor([[2.0807]], device='cuda:0'), angle_fog : tensor([[2.9144]], device='cuda:0'), diff: 0.8338
image name [16941], angle_normal : tensor([[1.2436]], device='cuda:0'), angle_fog : tensor([[0.3427]], device='cuda:0'), diff: 0.9009
image name [5436], angle_normal : tensor([[0.3436]], device='cuda:0'), angle_fog : tensor([[-0.5051]], device='cuda:0'), diff: 0.8487
image name [10774], angle_normal : tensor([[1.1278]], device='cuda:0'), angle_fog : tensor([[2.7350]], device='cuda:0'), diff: 1.6072
image name [2732], angle_normal : tensor([[1.5452]], device='cuda:0'), angle_fog : tensor([[-0.0651]], device='cuda:0'), diff: 1.6103
image name [3164], angle_normal : tensor([[1.1103]], device='cuda:0'), angle_fog : tensor([[2.9522]], device='cuda:0'), diff: 1.8419
image name [22384], angle_normal : tensor([[0.6829]], device='cuda:0'), angle_fog : tensor([[-0.3101]], device='cuda:0'), diff: 0.9930
image name [33302], angle_normal : tensor([[0.4252]], device='cuda:0'), angle_fog : tensor([[2.9887]], device='cuda:0'), diff: 2.5635
image name [34415], angle_normal : tensor([[2.4367]], device='cuda:0'), angle_fog : tensor([[3.0425]], device='cuda:0'), diff: 0.6057
image name [11984], angle_normal : tensor([[2.9181]], device='cuda:0'), angle_fog : tensor([[0.8361]], device='cuda:0'), diff: 2.0820
image name [19933], angle_normal : tensor([[2.1357]], device='cuda:0'), angle_fog : tensor([[1.5601]], device='cuda:0'), diff: 0.5756
image name [25398], angle_normal : tensor([[2.1225]], device='cuda:0'), angle_fog : tensor([[0.2113]], device='cuda:0'), diff: 1.9111
image name [16769], angle_normal : tensor([[1.7020]], device='cuda:0'), angle_fog : tensor([[0.6009]], device='cuda:0'), diff: 1.1011
image name [29480], angle_normal : tensor([[0.1304]], device='cuda:0'), angle_fog : tensor([[0.9142]], device='cuda:0'), diff: 0.7839
image name [3717], angle_normal : tensor([[1.2963]], device='cuda:0'), angle_fog : tensor([[2.9045]], device='cuda:0'), diff: 1.6082
image name [30257], angle_normal : tensor([[-0.9633]], device='cuda:0'), angle_fog : tensor([[0.0499]], device='cuda:0'), diff: 1.0132
image name [25624], angle_normal : tensor([[1.6025]], device='cuda:0'), angle_fog : tensor([[3.0007]], device='cuda:0'), diff: 1.3983
image name [29523], angle_normal : tensor([[0.2330]], device='cuda:0'), angle_fog : tensor([[1.2338]], device='cuda:0'), diff: 1.0008
image name [16358], angle_normal : tensor([[0.4978]], device='cuda:0'), angle_fog : tensor([[1.3188]], device='cuda:0'), diff: 0.8210
image name [10233], angle_normal : tensor([[0.1596]], device='cuda:0'), angle_fog : tensor([[2.0384]], device='cuda:0'), diff: 1.8788
image name [17524], angle_normal : tensor([[2.7742]], device='cuda:0'), angle_fog : tensor([[0.4293]], device='cuda:0'), diff: 2.3449
image name [30798], angle_normal : tensor([[0.0347]], device='cuda:0'), angle_fog : tensor([[1.6255]], device='cuda:0'), diff: 1.5908
image name [1557], angle_normal : tensor([[-0.0408]], device='cuda:0'), angle_fog : tensor([[1.8895]], device='cuda:0'), diff: 1.9303
image name [18712], angle_normal : tensor([[1.7571]], device='cuda:0'), angle_fog : tensor([[-0.1446]], device='cuda:0'), diff: 1.9017
image name [3232], angle_normal : tensor([[1.0528]], device='cuda:0'), angle_fog : tensor([[2.5876]], device='cuda:0'), diff: 1.5348
image name [41857], angle_normal : tensor([[0.0773]], device='cuda:0'), angle_fog : tensor([[2.8899]], device='cuda:0'), diff: 2.8126
image name [20159], angle_normal : tensor([[0.9002]], device='cuda:0'), angle_fog : tensor([[1.5466]], device='cuda:0'), diff: 0.6464
image name [24847], angle_normal : tensor([[1.9687]], device='cuda:0'), angle_fog : tensor([[0.8295]], device='cuda:0'), diff: 1.1392
image name [21400], angle_normal : tensor([[0.2952]], device='cuda:0'), angle_fog : tensor([[2.3190]], device='cuda:0'), diff: 2.0239
image name [2246], angle_normal : tensor([[0.5604]], device='cuda:0'), angle_fog : tensor([[-0.0660]], device='cuda:0'), diff: 0.6265
image name [38930], angle_normal : tensor([[0.3725]], device='cuda:0'), angle_fog : tensor([[2.8048]], device='cuda:0'), diff: 2.4323
image name [26056], angle_normal : tensor([[1.3329]], device='cuda:0'), angle_fog : tensor([[2.0615]], device='cuda:0'), diff: 0.7286
image name [3663], angle_normal : tensor([[1.0651]], device='cuda:0'), angle_fog : tensor([[2.9873]], device='cuda:0'), diff: 1.9222
image name [14651], angle_normal : tensor([[0.9483]], device='cuda:0'), angle_fog : tensor([[0.3054]], device='cuda:0'), diff: 0.6428
image name [29901], angle_normal : tensor([[0.6863]], device='cuda:0'), angle_fog : tensor([[-0.0646]], device='cuda:0'), diff: 0.7509
image name [38714], angle_normal : tensor([[0.0636]], device='cuda:0'), angle_fog : tensor([[2.4901]], device='cuda:0'), diff: 2.4265
image name [28562], angle_normal : tensor([[0.5950]], device='cuda:0'), angle_fog : tensor([[-0.5914]], device='cuda:0'), diff: 1.1864
image name [43844], angle_normal : tensor([[0.7551]], device='cuda:0'), angle_fog : tensor([[-0.5738]], device='cuda:0'), diff: 1.3288
image name [31456], angle_normal : tensor([[0.7526]], device='cuda:0'), angle_fog : tensor([[-0.5184]], device='cuda:0'), diff: 1.2710
image name [3272], angle_normal : tensor([[1.0999]], device='cuda:0'), angle_fog : tensor([[2.9728]], device='cuda:0'), diff: 1.8729
image name [24663], angle_normal : tensor([[0.4707]], device='cuda:0'), angle_fog : tensor([[2.0297]], device='cuda:0'), diff: 1.5590
image name [12967], angle_normal : tensor([[2.4314]], device='cuda:0'), angle_fog : tensor([[0.0743]], device='cuda:0'), diff: 2.3572
image name [23691], angle_normal : tensor([[1.3704]], device='cuda:0'), angle_fog : tensor([[2.5280]], device='cuda:0'), diff: 1.1575
image name [12383], angle_normal : tensor([[1.6251]], device='cuda:0'), angle_fog : tensor([[2.6108]], device='cuda:0'), diff: 0.9857
image name [24674], angle_normal : tensor([[0.7562]], device='cuda:0'), angle_fog : tensor([[1.5880]], device='cuda:0'), diff: 0.8318
image name [27277], angle_normal : tensor([[-0.9226]], device='cuda:0'), angle_fog : tensor([[-0.1766]], device='cuda:0'), diff: 0.7460
image name [5090], angle_normal : tensor([[0.5527]], device='cuda:0'), angle_fog : tensor([[2.8716]], device='cuda:0'), diff: 2.3189
image name [2758], angle_normal : tensor([[1.8120]], device='cuda:0'), angle_fog : tensor([[2.7681]], device='cuda:0'), diff: 0.9561
image name [34880], angle_normal : tensor([[0.0086]], device='cuda:0'), angle_fog : tensor([[-0.8200]], device='cuda:0'), diff: 0.8286
image name [15201], angle_normal : tensor([[0.7569]], device='cuda:0'), angle_fog : tensor([[2.0130]], device='cuda:0'), diff: 1.2561
image name [38325], angle_normal : tensor([[2.1294]], device='cuda:0'), angle_fog : tensor([[1.1548]], device='cuda:0'), diff: 0.9746
image name [10709], angle_normal : tensor([[0.5690]], device='cuda:0'), angle_fog : tensor([[0.0680]], device='cuda:0'), diff: 0.5009
image name [32103], angle_normal : tensor([[0.0196]], device='cuda:0'), angle_fog : tensor([[2.9077]], device='cuda:0'), diff: 2.8881
image name [13885], angle_normal : tensor([[0.5246]], device='cuda:0'), angle_fog : tensor([[-0.1987]], device='cuda:0'), diff: 0.7233
image name [21260], angle_normal : tensor([[2.1890]], device='cuda:0'), angle_fog : tensor([[0.0495]], device='cuda:0'), diff: 2.1395
image name [29653], angle_normal : tensor([[-0.2948]], device='cuda:0'), angle_fog : tensor([[2.8883]], device='cuda:0'), diff: 3.1830
image name [43228], angle_normal : tensor([[1.7407]], device='cuda:0'), angle_fog : tensor([[0.0287]], device='cuda:0'), diff: 1.7119
image name [36079], angle_normal : tensor([[2.1444]], device='cuda:0'), angle_fog : tensor([[2.9533]], device='cuda:0'), diff: 0.8089
image name [10514], angle_normal : tensor([[0.1488]], device='cuda:0'), angle_fog : tensor([[2.1562]], device='cuda:0'), diff: 2.0074
image name [5069], angle_normal : tensor([[1.1025]], device='cuda:0'), angle_fog : tensor([[3.0220]], device='cuda:0'), diff: 1.9195
image name [1085], angle_normal : tensor([[0.4509]], device='cuda:0'), angle_fog : tensor([[-0.1497]], device='cuda:0'), diff: 0.6006
image name [10299], angle_normal : tensor([[0.1022]], device='cuda:0'), angle_fog : tensor([[2.1953]], device='cuda:0'), diff: 2.0931
image name [38282], angle_normal : tensor([[2.1287]], device='cuda:0'), angle_fog : tensor([[2.9488]], device='cuda:0'), diff: 0.8201
image name [9821], angle_normal : tensor([[0.9505]], device='cuda:0'), angle_fog : tensor([[2.1917]], device='cuda:0'), diff: 1.2412
image name [8460], angle_normal : tensor([[-0.0555]], device='cuda:0'), angle_fog : tensor([[2.7883]], device='cuda:0'), diff: 2.8438
image name [17751], angle_normal : tensor([[1.9042]], device='cuda:0'), angle_fog : tensor([[0.2340]], device='cuda:0'), diff: 1.6702
image name [43239], angle_normal : tensor([[2.1374]], device='cuda:0'), angle_fog : tensor([[0.0328]], device='cuda:0'), diff: 2.1046
image name [19555], angle_normal : tensor([[2.7024]], device='cuda:0'), angle_fog : tensor([[0.6955]], device='cuda:0'), diff: 2.0069
image name [3326], angle_normal : tensor([[1.0386]], device='cuda:0'), angle_fog : tensor([[2.9692]], device='cuda:0'), diff: 1.9306
image name [31856], angle_normal : tensor([[-0.5609]], device='cuda:0'), angle_fog : tensor([[2.8939]], device='cuda:0'), diff: 3.4548
image name [34967], angle_normal : tensor([[-0.1540]], device='cuda:0'), angle_fog : tensor([[2.3365]], device='cuda:0'), diff: 2.4904
image name [25040], angle_normal : tensor([[1.1283]], device='cuda:0'), angle_fog : tensor([[2.1350]], device='cuda:0'), diff: 1.0068
image name [37278], angle_normal : tensor([[-0.1896]], device='cuda:0'), angle_fog : tensor([[2.3671]], device='cuda:0'), diff: 2.5567
image name [31553], angle_normal : tensor([[0.5672]], device='cuda:0'), angle_fog : tensor([[-0.4634]], device='cuda:0'), diff: 1.0305
image name [15753], angle_normal : tensor([[0.0996]], device='cuda:0'), angle_fog : tensor([[1.7809]], device='cuda:0'), diff: 1.6813
image name [16952], angle_normal : tensor([[1.2211]], device='cuda:0'), angle_fog : tensor([[0.3947]], device='cuda:0'), diff: 0.8264
image name [4446], angle_normal : tensor([[-0.7576]], device='cuda:0'), angle_fog : tensor([[2.9277]], device='cuda:0'), diff: 3.6853
image name [33443], angle_normal : tensor([[0.6897]], device='cuda:0'), angle_fog : tensor([[2.9607]], device='cuda:0'), diff: 2.2710
image name [21011], angle_normal : tensor([[0.2903]], device='cuda:0'), angle_fog : tensor([[3.0206]], device='cuda:0'), diff: 2.7303
image name [4767], angle_normal : tensor([[0.9873]], device='cuda:0'), angle_fog : tensor([[0.0295]], device='cuda:0'), diff: 0.9578
image name [43811], angle_normal : tensor([[0.1740]], device='cuda:0'), angle_fog : tensor([[-0.5005]], device='cuda:0'), diff: 0.6745
image name [35096], angle_normal : tensor([[-0.0938]], device='cuda:0'), angle_fog : tensor([[3.0264]], device='cuda:0'), diff: 3.1202
image name [36143], angle_normal : tensor([[2.1874]], device='cuda:0'), angle_fog : tensor([[2.9709]], device='cuda:0'), diff: 0.7836
image name [31120], angle_normal : tensor([[-0.0299]], device='cuda:0'), angle_fog : tensor([[2.4773]], device='cuda:0'), diff: 2.5072
image name [36684], angle_normal : tensor([[2.5558]], device='cuda:0'), angle_fog : tensor([[1.9234]], device='cuda:0'), diff: 0.6324
image name [30213], angle_normal : tensor([[-1.1175]], device='cuda:0'), angle_fog : tensor([[2.4057]], device='cuda:0'), diff: 3.5232
image name [21174], angle_normal : tensor([[-0.4060]], device='cuda:0'), angle_fog : tensor([[2.9389]], device='cuda:0'), diff: 3.3449
image name [39816], angle_normal : tensor([[1.6286]], device='cuda:0'), angle_fog : tensor([[-0.5939]], device='cuda:0'), diff: 2.2224
image name [42634], angle_normal : tensor([[-0.0311]], device='cuda:0'), angle_fog : tensor([[2.8247]], device='cuda:0'), diff: 2.8558
image name [10266], angle_normal : tensor([[0.1256]], device='cuda:0'), angle_fog : tensor([[2.3142]], device='cuda:0'), diff: 2.1886
image name [33205], angle_normal : tensor([[2.4485]], device='cuda:0'), angle_fog : tensor([[0.0879]], device='cuda:0'), diff: 2.3606
image name [25549], angle_normal : tensor([[2.3687]], device='cuda:0'), angle_fog : tensor([[0.5117]], device='cuda:0'), diff: 1.8570
image name [4648], angle_normal : tensor([[0.6590]], device='cuda:0'), angle_fog : tensor([[0.0484]], device='cuda:0'), diff: 0.6107
image name [21930], angle_normal : tensor([[0.6698]], device='cuda:0'), angle_fog : tensor([[2.7677]], device='cuda:0'), diff: 2.0979
image name [45161], angle_normal : tensor([[0.9008]], device='cuda:0'), angle_fog : tensor([[1.5002]], device='cuda:0'), diff: 0.5994
image name [13106], angle_normal : tensor([[0.4904]], device='cuda:0'), angle_fog : tensor([[-0.1353]], device='cuda:0'), diff: 0.6257
image name [27093], angle_normal : tensor([[0.6496]], device='cuda:0'), angle_fog : tensor([[-0.1339]], device='cuda:0'), diff: 0.7835
image name [35928], angle_normal : tensor([[1.6661]], device='cuda:0'), angle_fog : tensor([[2.7233]], device='cuda:0'), diff: 1.0572
image name [3568], angle_normal : tensor([[0.9886]], device='cuda:0'), angle_fog : tensor([[3.0013]], device='cuda:0'), diff: 2.0128
image name [27633], angle_normal : tensor([[1.7073]], device='cuda:0'), angle_fog : tensor([[0.4392]], device='cuda:0'), diff: 1.2682
image name [23701], angle_normal : tensor([[0.6931]], device='cuda:0'), angle_fog : tensor([[2.1135]], device='cuda:0'), diff: 1.4204
image name [25062], angle_normal : tensor([[1.9750]], device='cuda:0'), angle_fog : tensor([[1.0490]], device='cuda:0'), diff: 0.9260
image name [13755], angle_normal : tensor([[0.5354]], device='cuda:0'), angle_fog : tensor([[-0.1019]], device='cuda:0'), diff: 0.6372
image name [43671], angle_normal : tensor([[1.7444]], device='cuda:0'), angle_fog : tensor([[2.6909]], device='cuda:0'), diff: 0.9465
image name [18248], angle_normal : tensor([[1.0508]], device='cuda:0'), angle_fog : tensor([[0.2275]], device='cuda:0'), diff: 0.8233
image name [24566], angle_normal : tensor([[0.0371]], device='cuda:0'), angle_fog : tensor([[2.9694]], device='cuda:0'), diff: 2.9323
image name [37775], angle_normal : tensor([[1.6237]], device='cuda:0'), angle_fog : tensor([[0.0266]], device='cuda:0'), diff: 1.5971
image name [6851], angle_normal : tensor([[0.6211]], device='cuda:0'), angle_fog : tensor([[2.3379]], device='cuda:0'), diff: 1.7168
image name [17081], angle_normal : tensor([[1.1160]], device='cuda:0'), angle_fog : tensor([[0.2520]], device='cuda:0'), diff: 0.8640
image name [4875], angle_normal : tensor([[0.7726]], device='cuda:0'), angle_fog : tensor([[2.6454]], device='cuda:0'), diff: 1.8727
image name [22395], angle_normal : tensor([[0.7725]], device='cuda:0'), angle_fog : tensor([[0.2355]], device='cuda:0'), diff: 0.5370
image name [39362], angle_normal : tensor([[-0.2338]], device='cuda:0'), angle_fog : tensor([[2.6282]], device='cuda:0'), diff: 2.8620
image name [37072], angle_normal : tensor([[1.5437]], device='cuda:0'), angle_fog : tensor([[0.9852]], device='cuda:0'), diff: 0.5585
image name [3852], angle_normal : tensor([[0.8865]], device='cuda:0'), angle_fog : tensor([[2.9599]], device='cuda:0'), diff: 2.0734
image name [37742], angle_normal : tensor([[0.0447]], device='cuda:0'), angle_fog : tensor([[1.9248]], device='cuda:0'), diff: 1.8801
image name [18961], angle_normal : tensor([[1.4519]], device='cuda:0'), angle_fog : tensor([[2.8768]], device='cuda:0'), diff: 1.4249
image name [29545], angle_normal : tensor([[-0.5348]], device='cuda:0'), angle_fog : tensor([[2.9253]], device='cuda:0'), diff: 3.4601
image name [5588], angle_normal : tensor([[2.0700]], device='cuda:0'), angle_fog : tensor([[0.2504]], device='cuda:0'), diff: 1.8196
image name [17016], angle_normal : tensor([[1.2446]], device='cuda:0'), angle_fog : tensor([[0.2187]], device='cuda:0'), diff: 1.0259
image name [36327], angle_normal : tensor([[2.3569]], device='cuda:0'), angle_fog : tensor([[3.0234]], device='cuda:0'), diff: 0.6665
image name [26434], angle_normal : tensor([[2.2638]], device='cuda:0'), angle_fog : tensor([[0.5026]], device='cuda:0'), diff: 1.7613
image name [17038], angle_normal : tensor([[1.2372]], device='cuda:0'), angle_fog : tensor([[0.3146]], device='cuda:0'), diff: 0.9226
image name [36057], angle_normal : tensor([[-0.6571]], device='cuda:0'), angle_fog : tensor([[2.8520]], device='cuda:0'), diff: 3.5091
image name [39005], angle_normal : tensor([[-0.2948]], device='cuda:0'), angle_fog : tensor([[2.7200]], device='cuda:0'), diff: 3.0148
image name [36187], angle_normal : tensor([[-0.3888]], device='cuda:0'), angle_fog : tensor([[2.5109]], device='cuda:0'), diff: 2.8996
image name [27082], angle_normal : tensor([[0.7976]], device='cuda:0'), angle_fog : tensor([[0.2852]], device='cuda:0'), diff: 0.5124
image name [18864], angle_normal : tensor([[2.2800]], device='cuda:0'), angle_fog : tensor([[2.9524]], device='cuda:0'), diff: 0.6724
image name [37094], angle_normal : tensor([[2.8770]], device='cuda:0'), angle_fog : tensor([[-0.3804]], device='cuda:0'), diff: 3.2574
image name [33032], angle_normal : tensor([[-0.0821]], device='cuda:0'), angle_fog : tensor([[2.9525]], device='cuda:0'), diff: 3.0347
image name [8958], angle_normal : tensor([[0.6866]], device='cuda:0'), angle_fog : tensor([[0.0123]], device='cuda:0'), diff: 0.6742
image name [3825], angle_normal : tensor([[0.9960]], device='cuda:0'), angle_fog : tensor([[2.9864]], device='cuda:0'), diff: 1.9904
image name [1139], angle_normal : tensor([[1.9361]], device='cuda:0'), angle_fog : tensor([[-0.4962]], device='cuda:0'), diff: 2.4323
image name [41176], angle_normal : tensor([[1.9588]], device='cuda:0'), angle_fog : tensor([[2.5802]], device='cuda:0'), diff: 0.6214
image name [7694], angle_normal : tensor([[2.4989]], device='cuda:0'), angle_fog : tensor([[1.5455]], device='cuda:0'), diff: 0.9534
image name [28627], angle_normal : tensor([[1.7213]], device='cuda:0'), angle_fog : tensor([[0.0343]], device='cuda:0'), diff: 1.6870
image name [12459], angle_normal : tensor([[2.4228]], device='cuda:0'), angle_fog : tensor([[2.9402]], device='cuda:0'), diff: 0.5175
image name [20872], angle_normal : tensor([[2.5791]], device='cuda:0'), angle_fog : tensor([[1.9827]], device='cuda:0'), diff: 0.5964
image name [33379], angle_normal : tensor([[0.0325]], device='cuda:0'), angle_fog : tensor([[2.9590]], device='cuda:0'), diff: 2.9265
image name [4972], angle_normal : tensor([[2.4561]], device='cuda:0'), angle_fog : tensor([[2.9774]], device='cuda:0'), diff: 0.5213
image name [4907], angle_normal : tensor([[2.3320]], device='cuda:0'), angle_fog : tensor([[2.9710]], device='cuda:0'), diff: 0.6390
