image name [1479424215880976321], angle_normal : tensor([[-1.5043]], device='cuda:0'), angle_fog : tensor([[-1.0901]], device='cuda:0'), diff: 0.4143
image name [1479424600167149228], angle_normal : tensor([[-0.0612]], device='cuda:0'), angle_fog : tensor([[0.0443]], device='cuda:0'), diff: 0.1055
image name [1479424601167167387], angle_normal : tensor([[-0.1985]], device='cuda:0'), angle_fog : tensor([[0.6797]], device='cuda:0'), diff: 0.8782
image name [1479424602167383958], angle_normal : tensor([[-0.3621]], device='cuda:0'), angle_fog : tensor([[-0.2745]], device='cuda:0'), diff: 0.0876
image name [1479424603167554879], angle_normal : tensor([[-0.1815]], device='cuda:0'), angle_fog : tensor([[0.1711]], device='cuda:0'), diff: 0.3525
image name [1479424604168149668], angle_normal : tensor([[0.0336]], device='cuda:0'), angle_fog : tensor([[0.0445]], device='cuda:0'), diff: 0.0108
image name [1479424605167868515], angle_normal : tensor([[0.1156]], device='cuda:0'), angle_fog : tensor([[-0.0064]], device='cuda:0'), diff: 0.1220
image name [1479424606168069942], angle_normal : tensor([[-0.0675]], device='cuda:0'), angle_fog : tensor([[1.6087]], device='cuda:0'), diff: 1.6762
image name [1479424607168247986], angle_normal : tensor([[-0.1027]], device='cuda:0'), angle_fog : tensor([[0.1823]], device='cuda:0'), diff: 0.2850
image name [1479424608168466381], angle_normal : tensor([[-0.1477]], device='cuda:0'), angle_fog : tensor([[-0.0100]], device='cuda:0'), diff: 0.1378
image name [1479424609168629755], angle_normal : tensor([[-0.4828]], device='cuda:0'), angle_fog : tensor([[-0.8394]], device='cuda:0'), diff: 0.3566
image name [1479424610168829273], angle_normal : tensor([[-0.4821]], device='cuda:0'), angle_fog : tensor([[-1.3979]], device='cuda:0'), diff: 0.9158
image name [1479424611169008487], angle_normal : tensor([[-1.4744]], device='cuda:0'), angle_fog : tensor([[-1.0586]], device='cuda:0'), diff: 0.4158
image name [1479424612169197024], angle_normal : tensor([[-1.6974]], device='cuda:0'), angle_fog : tensor([[-2.4609]], device='cuda:0'), diff: 0.7635
image name [1479424613169284192], angle_normal : tensor([[0.1287]], device='cuda:0'), angle_fog : tensor([[0.0719]], device='cuda:0'), diff: 0.0568
image name [1479424614169495025], angle_normal : tensor([[0.0264]], device='cuda:0'), angle_fog : tensor([[0.2894]], device='cuda:0'), diff: 0.2630
image name [1479424615169633448], angle_normal : tensor([[-2.4773]], device='cuda:0'), angle_fog : tensor([[-2.3695]], device='cuda:0'), diff: 0.1078
image name [1479424616169793820], angle_normal : tensor([[-1.5832]], device='cuda:0'), angle_fog : tensor([[-1.8672]], device='cuda:0'), diff: 0.2840
image name [1479424617170034739], angle_normal : tensor([[-0.3448]], device='cuda:0'), angle_fog : tensor([[-1.5921]], device='cuda:0'), diff: 1.2473
image name [1479424618170213958], angle_normal : tensor([[-0.9998]], device='cuda:0'), angle_fog : tensor([[-1.3165]], device='cuda:0'), diff: 0.3166
image name [1479424619170393457], angle_normal : tensor([[-0.0735]], device='cuda:0'), angle_fog : tensor([[-2.2848]], device='cuda:0'), diff: 2.2114
image name [1479424620170544054], angle_normal : tensor([[-0.1840]], device='cuda:0'), angle_fog : tensor([[0.6998]], device='cuda:0'), diff: 0.8838
image name [1479424621170665222], angle_normal : tensor([[-0.3164]], device='cuda:0'), angle_fog : tensor([[0.7540]], device='cuda:0'), diff: 1.0703
image name [1479424622170952056], angle_normal : tensor([[-2.0637]], device='cuda:0'), angle_fog : tensor([[-1.9292]], device='cuda:0'), diff: 0.1344
image name [1479424623171069707], angle_normal : tensor([[0.0410]], device='cuda:0'), angle_fog : tensor([[0.4725]], device='cuda:0'), diff: 0.4316
image name [1479424624171273789], angle_normal : tensor([[-0.0464]], device='cuda:0'), angle_fog : tensor([[-0.3712]], device='cuda:0'), diff: 0.3248
image name [1479424625171359781], angle_normal : tensor([[-0.2362]], device='cuda:0'), angle_fog : tensor([[0.0423]], device='cuda:0'), diff: 0.2784
image name [1479424626171633916], angle_normal : tensor([[0.0289]], device='cuda:0'), angle_fog : tensor([[-0.3060]], device='cuda:0'), diff: 0.3349
image name [1479424627171873845], angle_normal : tensor([[-0.2709]], device='cuda:0'), angle_fog : tensor([[-0.1916]], device='cuda:0'), diff: 0.0793
image name [1479424628171964411], angle_normal : tensor([[0.5968]], device='cuda:0'), angle_fog : tensor([[0.0652]], device='cuda:0'), diff: 0.5316
image name [1479424629172106704], angle_normal : tensor([[0.2189]], device='cuda:0'), angle_fog : tensor([[0.0958]], device='cuda:0'), diff: 0.1231
image name [1479424630172238803], angle_normal : tensor([[0.0483]], device='cuda:0'), angle_fog : tensor([[0.1684]], device='cuda:0'), diff: 0.1201
image name [1479424631172452116], angle_normal : tensor([[-1.2018]], device='cuda:0'), angle_fog : tensor([[1.1851]], device='cuda:0'), diff: 2.3870
image name [1479424632172558625], angle_normal : tensor([[-0.6902]], device='cuda:0'), angle_fog : tensor([[-0.1429]], device='cuda:0'), diff: 0.5474
image name [1479424633172808624], angle_normal : tensor([[-0.1411]], device='cuda:0'), angle_fog : tensor([[-0.1844]], device='cuda:0'), diff: 0.0433
image name [1479424634172983379], angle_normal : tensor([[-0.0702]], device='cuda:0'), angle_fog : tensor([[-0.0574]], device='cuda:0'), diff: 0.0128
image name [1479424635172984038], angle_normal : tensor([[-0.3658]], device='cuda:0'), angle_fog : tensor([[-0.7433]], device='cuda:0'), diff: 0.3775
image name [1479424636173429371], angle_normal : tensor([[0.0276]], device='cuda:0'), angle_fog : tensor([[0.0019]], device='cuda:0'), diff: 0.0257
image name [1479424637173522818], angle_normal : tensor([[0.1667]], device='cuda:0'), angle_fog : tensor([[-0.0288]], device='cuda:0'), diff: 0.1955
image name [1479424638173692103], angle_normal : tensor([[0.0649]], device='cuda:0'), angle_fog : tensor([[0.0250]], device='cuda:0'), diff: 0.0399
image name [1479424639173799963], angle_normal : tensor([[0.7531]], device='cuda:0'), angle_fog : tensor([[2.8010]], device='cuda:0'), diff: 2.0479
image name [1479424640173981030], angle_normal : tensor([[0.0980]], device='cuda:0'), angle_fog : tensor([[0.1036]], device='cuda:0'), diff: 0.0056
image name [1479424641174201022], angle_normal : tensor([[-0.0150]], device='cuda:0'), angle_fog : tensor([[0.0308]], device='cuda:0'), diff: 0.0459
image name [1479424642174364593], angle_normal : tensor([[-0.4230]], device='cuda:0'), angle_fog : tensor([[-0.2818]], device='cuda:0'), diff: 0.1412
image name [1479424643174548437], angle_normal : tensor([[-0.5635]], device='cuda:0'), angle_fog : tensor([[-0.5210]], device='cuda:0'), diff: 0.0425
image name [1479424644174673404], angle_normal : tensor([[-0.8349]], device='cuda:0'), angle_fog : tensor([[-0.8277]], device='cuda:0'), diff: 0.0072
image name [1479424645174847088], angle_normal : tensor([[-1.0630]], device='cuda:0'), angle_fog : tensor([[-1.1701]], device='cuda:0'), diff: 0.1070
image name [1479424646175024650], angle_normal : tensor([[-0.4990]], device='cuda:0'), angle_fog : tensor([[0.3482]], device='cuda:0'), diff: 0.8471
image name [1479424647175273788], angle_normal : tensor([[-0.2845]], device='cuda:0'), angle_fog : tensor([[0.8220]], device='cuda:0'), diff: 1.1065
image name [1479424648175379955], angle_normal : tensor([[-0.6814]], device='cuda:0'), angle_fog : tensor([[-0.4244]], device='cuda:0'), diff: 0.2570
image name [1479424649175586560], angle_normal : tensor([[-0.4250]], device='cuda:0'), angle_fog : tensor([[-0.7688]], device='cuda:0'), diff: 0.3437
image name [1479424650175742478], angle_normal : tensor([[-0.5444]], device='cuda:0'), angle_fog : tensor([[-0.5697]], device='cuda:0'), diff: 0.0253
image name [1479424651175953691], angle_normal : tensor([[-0.4780]], device='cuda:0'), angle_fog : tensor([[-0.3165]], device='cuda:0'), diff: 0.1614
image name [1479424652176167015], angle_normal : tensor([[-0.4989]], device='cuda:0'), angle_fog : tensor([[0.3985]], device='cuda:0'), diff: 0.8974
image name [1479424653176271839], angle_normal : tensor([[0.0931]], device='cuda:0'), angle_fog : tensor([[0.0083]], device='cuda:0'), diff: 0.0847
image name [1479424654176476952], angle_normal : tensor([[0.0052]], device='cuda:0'), angle_fog : tensor([[-0.1354]], device='cuda:0'), diff: 0.1405
image name [1479424655176598893], angle_normal : tensor([[-0.4656]], device='cuda:0'), angle_fog : tensor([[-0.1377]], device='cuda:0'), diff: 0.3279
image name [1479424656176814148], angle_normal : tensor([[-0.1912]], device='cuda:0'), angle_fog : tensor([[-0.1696]], device='cuda:0'), diff: 0.0215
image name [1479424657176979972], angle_normal : tensor([[-0.4797]], device='cuda:0'), angle_fog : tensor([[-0.3972]], device='cuda:0'), diff: 0.0826
image name [1479424658177168426], angle_normal : tensor([[-0.1475]], device='cuda:0'), angle_fog : tensor([[0.3474]], device='cuda:0'), diff: 0.4949
image name [1479424659177395295], angle_normal : tensor([[0.1855]], device='cuda:0'), angle_fog : tensor([[0.4179]], device='cuda:0'), diff: 0.2325
image name [1479424660177486512], angle_normal : tensor([[-0.3234]], device='cuda:0'), angle_fog : tensor([[-0.0628]], device='cuda:0'), diff: 0.2607
image name [1479424661177740506], angle_normal : tensor([[-0.5558]], device='cuda:0'), angle_fog : tensor([[-0.1464]], device='cuda:0'), diff: 0.4093
image name [1479424662177846466], angle_normal : tensor([[0.0560]], device='cuda:0'), angle_fog : tensor([[-0.4788]], device='cuda:0'), diff: 0.5348
image name [1479424663178015042], angle_normal : tensor([[-0.3958]], device='cuda:0'), angle_fog : tensor([[-0.3903]], device='cuda:0'), diff: 0.0055
image name [1479424664178234557], angle_normal : tensor([[-0.0781]], device='cuda:0'), angle_fog : tensor([[-0.2354]], device='cuda:0'), diff: 0.1573
image name [1479424665178372501], angle_normal : tensor([[1.7971]], device='cuda:0'), angle_fog : tensor([[2.6516]], device='cuda:0'), diff: 0.8546
image name [1479424666178584868], angle_normal : tensor([[0.0215]], device='cuda:0'), angle_fog : tensor([[-0.3787]], device='cuda:0'), diff: 0.4002
image name [1479424667178759742], angle_normal : tensor([[-2.0317]], device='cuda:0'), angle_fog : tensor([[-1.7147]], device='cuda:0'), diff: 0.3170
image name [1479424668178883018], angle_normal : tensor([[-2.5809]], device='cuda:0'), angle_fog : tensor([[-2.6454]], device='cuda:0'), diff: 0.0645
image name [1479424669179082073], angle_normal : tensor([[-2.5003]], device='cuda:0'), angle_fog : tensor([[-2.4352]], device='cuda:0'), diff: 0.0651
image name [1479424670179223801], angle_normal : tensor([[-2.3662]], device='cuda:0'), angle_fog : tensor([[-2.6083]], device='cuda:0'), diff: 0.2421
image name [1479424671179481346], angle_normal : tensor([[-0.7944]], device='cuda:0'), angle_fog : tensor([[-0.8524]], device='cuda:0'), diff: 0.0579
image name [1479424672179603692], angle_normal : tensor([[-1.8066]], device='cuda:0'), angle_fog : tensor([[-1.9454]], device='cuda:0'), diff: 0.1388
image name [1479424673179745773], angle_normal : tensor([[-1.9476]], device='cuda:0'), angle_fog : tensor([[-1.9139]], device='cuda:0'), diff: 0.0337
image name [1479424674179965396], angle_normal : tensor([[-2.4746]], device='cuda:0'), angle_fog : tensor([[-2.6702]], device='cuda:0'), diff: 0.1957
image name [1479424675180196403], angle_normal : tensor([[-0.2072]], device='cuda:0'), angle_fog : tensor([[0.3401]], device='cuda:0'), diff: 0.5473
image name [1479424676180260728], angle_normal : tensor([[0.0305]], device='cuda:0'), angle_fog : tensor([[0.2692]], device='cuda:0'), diff: 0.2387
image name [1479424677180418179], angle_normal : tensor([[0.0418]], device='cuda:0'), angle_fog : tensor([[0.1917]], device='cuda:0'), diff: 0.1499
image name [1479424678180705146], angle_normal : tensor([[0.0078]], device='cuda:0'), angle_fog : tensor([[0.1365]], device='cuda:0'), diff: 0.1287
image name [1479424679180826002], angle_normal : tensor([[0.0543]], device='cuda:0'), angle_fog : tensor([[0.0442]], device='cuda:0'), diff: 0.0102
image name [1479424680180984687], angle_normal : tensor([[0.1924]], device='cuda:0'), angle_fog : tensor([[-0.2255]], device='cuda:0'), diff: 0.4180
image name [1479424681181213257], angle_normal : tensor([[-0.0762]], device='cuda:0'), angle_fog : tensor([[-0.1416]], device='cuda:0'), diff: 0.0654
image name [1479424682181408609], angle_normal : tensor([[-0.1240]], device='cuda:0'), angle_fog : tensor([[0.0254]], device='cuda:0'), diff: 0.1494
image name [1479424683181519484], angle_normal : tensor([[-0.7106]], device='cuda:0'), angle_fog : tensor([[-0.4724]], device='cuda:0'), diff: 0.2382
image name [1479424684181753546], angle_normal : tensor([[-0.0629]], device='cuda:0'), angle_fog : tensor([[0.2588]], device='cuda:0'), diff: 0.3216
image name [1479424685181896847], angle_normal : tensor([[-0.1089]], device='cuda:0'), angle_fog : tensor([[0.0724]], device='cuda:0'), diff: 0.1813
image name [1479424686182084949], angle_normal : tensor([[0.2982]], device='cuda:0'), angle_fog : tensor([[0.2126]], device='cuda:0'), diff: 0.0856
image name [1479424687182287737], angle_normal : tensor([[0.4365]], device='cuda:0'), angle_fog : tensor([[0.3755]], device='cuda:0'), diff: 0.0610
image name [1479424688182345378], angle_normal : tensor([[0.4639]], device='cuda:0'), angle_fog : tensor([[0.4877]], device='cuda:0'), diff: 0.0237
image name [1479424689182602068], angle_normal : tensor([[-0.9414]], device='cuda:0'), angle_fog : tensor([[-1.0198]], device='cuda:0'), diff: 0.0784
image name [1479424690182705416], angle_normal : tensor([[-0.0303]], device='cuda:0'), angle_fog : tensor([[0.0181]], device='cuda:0'), diff: 0.0484
image name [1479424691182969184], angle_normal : tensor([[0.4135]], device='cuda:0'), angle_fog : tensor([[0.1457]], device='cuda:0'), diff: 0.2678
image name [1479424692183127822], angle_normal : tensor([[0.1845]], device='cuda:0'), angle_fog : tensor([[0.1011]], device='cuda:0'), diff: 0.0835
image name [1479424693183232237], angle_normal : tensor([[-0.6167]], device='cuda:0'), angle_fog : tensor([[-0.8868]], device='cuda:0'), diff: 0.2701
image name [1479424694183426496], angle_normal : tensor([[-0.1914]], device='cuda:0'), angle_fog : tensor([[-0.1537]], device='cuda:0'), diff: 0.0378
image name [1479424695183577150], angle_normal : tensor([[0.3574]], device='cuda:0'), angle_fog : tensor([[-0.0083]], device='cuda:0'), diff: 0.3657
image name [1479424696183810320], angle_normal : tensor([[-1.1344]], device='cuda:0'), angle_fog : tensor([[-1.3837]], device='cuda:0'), diff: 0.2493
image name [1479424697183925189], angle_normal : tensor([[0.5061]], device='cuda:0'), angle_fog : tensor([[0.4774]], device='cuda:0'), diff: 0.0288
image name [1479424698184217126], angle_normal : tensor([[-0.0320]], device='cuda:0'), angle_fog : tensor([[-0.2979]], device='cuda:0'), diff: 0.2659
image name [1479424699184271573], angle_normal : tensor([[0.3382]], device='cuda:0'), angle_fog : tensor([[-0.0094]], device='cuda:0'), diff: 0.3475
image name [1479424700184512836], angle_normal : tensor([[0.0386]], device='cuda:0'), angle_fog : tensor([[-0.1454]], device='cuda:0'), diff: 0.1840
image name [1479424701184665814], angle_normal : tensor([[-0.3291]], device='cuda:0'), angle_fog : tensor([[-0.2010]], device='cuda:0'), diff: 0.1280
image name [1479424702184688075], angle_normal : tensor([[0.7105]], device='cuda:0'), angle_fog : tensor([[0.4494]], device='cuda:0'), diff: 0.2611
image name [1479424703184994113], angle_normal : tensor([[0.0766]], device='cuda:0'), angle_fog : tensor([[0.1129]], device='cuda:0'), diff: 0.0363
image name [1479424704185148353], angle_normal : tensor([[-0.4109]], device='cuda:0'), angle_fog : tensor([[-0.4575]], device='cuda:0'), diff: 0.0466
image name [1479424705185376309], angle_normal : tensor([[-0.3451]], device='cuda:0'), angle_fog : tensor([[-0.3837]], device='cuda:0'), diff: 0.0386
image name [1479424706185557894], angle_normal : tensor([[-1.1824]], device='cuda:0'), angle_fog : tensor([[-1.9804]], device='cuda:0'), diff: 0.7980
image name [1479424707185705934], angle_normal : tensor([[-0.3911]], device='cuda:0'), angle_fog : tensor([[-0.2365]], device='cuda:0'), diff: 0.1546
image name [1479424708185877163], angle_normal : tensor([[0.0174]], device='cuda:0'), angle_fog : tensor([[0.0191]], device='cuda:0'), diff: 0.0017
image name [1479424709186024413], angle_normal : tensor([[-1.0504]], device='cuda:0'), angle_fog : tensor([[-2.0037]], device='cuda:0'), diff: 0.9533
image name [1479424710186230129], angle_normal : tensor([[-1.3200]], device='cuda:0'), angle_fog : tensor([[-0.9303]], device='cuda:0'), diff: 0.3897
image name [1479424711186362593], angle_normal : tensor([[-1.5907]], device='cuda:0'), angle_fog : tensor([[-0.9541]], device='cuda:0'), diff: 0.6367
image name [1479424712186539403], angle_normal : tensor([[-0.0936]], device='cuda:0'), angle_fog : tensor([[-1.0400]], device='cuda:0'), diff: 0.9463
image name [1479424713186744893], angle_normal : tensor([[-0.5256]], device='cuda:0'), angle_fog : tensor([[-0.6044]], device='cuda:0'), diff: 0.0788
image name [1479424714186941699], angle_normal : tensor([[-0.0055]], device='cuda:0'), angle_fog : tensor([[0.2996]], device='cuda:0'), diff: 0.3051
image name [1479424715187167898], angle_normal : tensor([[0.2387]], device='cuda:0'), angle_fog : tensor([[0.3112]], device='cuda:0'), diff: 0.0725
image name [1479424716187333899], angle_normal : tensor([[-0.1035]], device='cuda:0'), angle_fog : tensor([[0.0525]], device='cuda:0'), diff: 0.1560
image name [1479424717187483481], angle_normal : tensor([[-0.0731]], device='cuda:0'), angle_fog : tensor([[-0.1257]], device='cuda:0'), diff: 0.0526
image name [1479424718187707939], angle_normal : tensor([[-0.4465]], device='cuda:0'), angle_fog : tensor([[-0.4764]], device='cuda:0'), diff: 0.0299
image name [1479424719187902811], angle_normal : tensor([[-0.5707]], device='cuda:0'), angle_fog : tensor([[-0.6364]], device='cuda:0'), diff: 0.0656
image name [1479424720188048754], angle_normal : tensor([[-0.8588]], device='cuda:0'), angle_fog : tensor([[-0.5161]], device='cuda:0'), diff: 0.3428
image name [1479424721188187039], angle_normal : tensor([[0.1565]], device='cuda:0'), angle_fog : tensor([[0.2610]], device='cuda:0'), diff: 0.1045
image name [1479424722188321269], angle_normal : tensor([[0.8784]], device='cuda:0'), angle_fog : tensor([[1.7018]], device='cuda:0'), diff: 0.8234
image name [1479424723188661385], angle_normal : tensor([[1.0354]], device='cuda:0'), angle_fog : tensor([[0.7516]], device='cuda:0'), diff: 0.2839
image name [1479424724188777484], angle_normal : tensor([[-0.0712]], device='cuda:0'), angle_fog : tensor([[-0.1070]], device='cuda:0'), diff: 0.0359
image name [1479424725188874652], angle_normal : tensor([[0.7640]], device='cuda:0'), angle_fog : tensor([[-0.2199]], device='cuda:0'), diff: 0.9840
image name [1479424726189078802], angle_normal : tensor([[0.1123]], device='cuda:0'), angle_fog : tensor([[-0.1510]], device='cuda:0'), diff: 0.2633
image name [1479424727189333534], angle_normal : tensor([[-0.0051]], device='cuda:0'), angle_fog : tensor([[-0.1705]], device='cuda:0'), diff: 0.1654
image name [1479424728189498919], angle_normal : tensor([[0.2896]], device='cuda:0'), angle_fog : tensor([[0.3533]], device='cuda:0'), diff: 0.0637
image name [1479424729189557048], angle_normal : tensor([[0.1144]], device='cuda:0'), angle_fog : tensor([[0.0177]], device='cuda:0'), diff: 0.0967
image name [1479424730189751300], angle_normal : tensor([[-0.1057]], device='cuda:0'), angle_fog : tensor([[0.6737]], device='cuda:0'), diff: 0.7794
image name [1479424731190002707], angle_normal : tensor([[0.2665]], device='cuda:0'), angle_fog : tensor([[2.5138]], device='cuda:0'), diff: 2.2473
image name [1479424732190093577], angle_normal : tensor([[2.3226]], device='cuda:0'), angle_fog : tensor([[2.8534]], device='cuda:0'), diff: 0.5308
image name [1479424733190288665], angle_normal : tensor([[2.5947]], device='cuda:0'), angle_fog : tensor([[2.9007]], device='cuda:0'), diff: 0.3060
image name [1479424734190414323], angle_normal : tensor([[2.0951]], device='cuda:0'), angle_fog : tensor([[2.8718]], device='cuda:0'), diff: 0.7768
image name [1479424735190561257], angle_normal : tensor([[-0.2284]], device='cuda:0'), angle_fog : tensor([[-0.0398]], device='cuda:0'), diff: 0.1886
image name [1479424736190764733], angle_normal : tensor([[1.6725]], device='cuda:0'), angle_fog : tensor([[2.9395]], device='cuda:0'), diff: 1.2671
image name [1479424737191058131], angle_normal : tensor([[2.0960]], device='cuda:0'), angle_fog : tensor([[2.0567]], device='cuda:0'), diff: 0.0393
image name [1479424738191195069], angle_normal : tensor([[0.3879]], device='cuda:0'), angle_fog : tensor([[0.1071]], device='cuda:0'), diff: 0.2809
image name [1479424739191259046], angle_normal : tensor([[0.0125]], device='cuda:0'), angle_fog : tensor([[0.0638]], device='cuda:0'), diff: 0.0513
image name [1479424740191504660], angle_normal : tensor([[1.7537]], device='cuda:0'), angle_fog : tensor([[0.3178]], device='cuda:0'), diff: 1.4359
image name [1479424741191666657], angle_normal : tensor([[1.8929]], device='cuda:0'), angle_fog : tensor([[2.7373]], device='cuda:0'), diff: 0.8443
image name [1479424742191992045], angle_normal : tensor([[0.2215]], device='cuda:0'), angle_fog : tensor([[0.2612]], device='cuda:0'), diff: 0.0397
image name [1479424743192055047], angle_normal : tensor([[0.0961]], device='cuda:0'), angle_fog : tensor([[0.3836]], device='cuda:0'), diff: 0.2875
image name [1479424744192299383], angle_normal : tensor([[0.0363]], device='cuda:0'), angle_fog : tensor([[0.1726]], device='cuda:0'), diff: 0.1363
image name [1479424745192480438], angle_normal : tensor([[0.0223]], device='cuda:0'), angle_fog : tensor([[0.2196]], device='cuda:0'), diff: 0.1973
image name [1479424746192523151], angle_normal : tensor([[0.0274]], device='cuda:0'), angle_fog : tensor([[0.0672]], device='cuda:0'), diff: 0.0399
image name [1479424747192694650], angle_normal : tensor([[0.0740]], device='cuda:0'), angle_fog : tensor([[0.1733]], device='cuda:0'), diff: 0.0993
image name [1479424748192967632], angle_normal : tensor([[0.0549]], device='cuda:0'), angle_fog : tensor([[0.1696]], device='cuda:0'), diff: 0.1147
image name [1479424749193118680], angle_normal : tensor([[0.0489]], device='cuda:0'), angle_fog : tensor([[0.1838]], device='cuda:0'), diff: 0.1349
image name [1479424750193269008], angle_normal : tensor([[-0.0114]], device='cuda:0'), angle_fog : tensor([[0.0204]], device='cuda:0'), diff: 0.0319
image name [1479424751193474926], angle_normal : tensor([[0.0815]], device='cuda:0'), angle_fog : tensor([[0.0527]], device='cuda:0'), diff: 0.0288
image name [1479424752193625725], angle_normal : tensor([[0.0710]], device='cuda:0'), angle_fog : tensor([[0.0147]], device='cuda:0'), diff: 0.0562
image name [1479424753193776850], angle_normal : tensor([[0.0335]], device='cuda:0'), angle_fog : tensor([[0.3440]], device='cuda:0'), diff: 0.3105
image name [1479424754193893531], angle_normal : tensor([[-0.0755]], device='cuda:0'), angle_fog : tensor([[0.0671]], device='cuda:0'), diff: 0.1426
image name [1479424755194105811], angle_normal : tensor([[-0.0852]], device='cuda:0'), angle_fog : tensor([[-0.0789]], device='cuda:0'), diff: 0.0064
image name [1479424756194370743], angle_normal : tensor([[0.0820]], device='cuda:0'), angle_fog : tensor([[0.1269]], device='cuda:0'), diff: 0.0449
image name [1479424757194451000], angle_normal : tensor([[0.2658]], device='cuda:0'), angle_fog : tensor([[1.4368]], device='cuda:0'), diff: 1.1711
image name [1479424758194630051], angle_normal : tensor([[0.0964]], device='cuda:0'), angle_fog : tensor([[0.6806]], device='cuda:0'), diff: 0.5842
image name [1479424759195580168], angle_normal : tensor([[1.3218]], device='cuda:0'), angle_fog : tensor([[2.7403]], device='cuda:0'), diff: 1.4184
image name [1479424760195019422], angle_normal : tensor([[0.5507]], device='cuda:0'), angle_fog : tensor([[0.1543]], device='cuda:0'), diff: 0.3964
image name [1479424761195310687], angle_normal : tensor([[-0.1175]], device='cuda:0'), angle_fog : tensor([[0.0513]], device='cuda:0'), diff: 0.1688
image name [1479424762195510744], angle_normal : tensor([[0.0859]], device='cuda:0'), angle_fog : tensor([[0.7562]], device='cuda:0'), diff: 0.6703
image name [1479424763195695711], angle_normal : tensor([[0.3680]], device='cuda:0'), angle_fog : tensor([[0.4155]], device='cuda:0'), diff: 0.0475
image name [1479424764195714129], angle_normal : tensor([[1.1063]], device='cuda:0'), angle_fog : tensor([[1.2709]], device='cuda:0'), diff: 0.1645
image name [1479424765195971173], angle_normal : tensor([[0.1168]], device='cuda:0'), angle_fog : tensor([[2.4151]], device='cuda:0'), diff: 2.2983
image name [1479424766196065819], angle_normal : tensor([[1.3961]], device='cuda:0'), angle_fog : tensor([[2.8630]], device='cuda:0'), diff: 1.4669
image name [1479424767196273122], angle_normal : tensor([[-0.2413]], device='cuda:0'), angle_fog : tensor([[2.4649]], device='cuda:0'), diff: 2.7061
image name [1479424768196443407], angle_normal : tensor([[-0.5372]], device='cuda:0'), angle_fog : tensor([[-0.6945]], device='cuda:0'), diff: 0.1573
image name [1479424769196578731], angle_normal : tensor([[-0.5338]], device='cuda:0'), angle_fog : tensor([[-0.8520]], device='cuda:0'), diff: 0.3182
image name [1479424770196798178], angle_normal : tensor([[-0.6476]], device='cuda:0'), angle_fog : tensor([[-1.1443]], device='cuda:0'), diff: 0.4967
image name [1479424771196980072], angle_normal : tensor([[-0.5246]], device='cuda:0'), angle_fog : tensor([[2.3026]], device='cuda:0'), diff: 2.8272
image name [1479424772197154033], angle_normal : tensor([[0.9031]], device='cuda:0'), angle_fog : tensor([[2.3735]], device='cuda:0'), diff: 1.4704
image name [1479424773197298285], angle_normal : tensor([[1.9896]], device='cuda:0'), angle_fog : tensor([[2.8253]], device='cuda:0'), diff: 0.8357
image name [1479424774197413123], angle_normal : tensor([[0.8359]], device='cuda:0'), angle_fog : tensor([[0.0859]], device='cuda:0'), diff: 0.7499
image name [1479424775197612760], angle_normal : tensor([[0.8397]], device='cuda:0'), angle_fog : tensor([[0.2383]], device='cuda:0'), diff: 0.6013
image name [1479424776197869461], angle_normal : tensor([[-0.1109]], device='cuda:0'), angle_fog : tensor([[0.0007]], device='cuda:0'), diff: 0.1116
image name [1479424777197976840], angle_normal : tensor([[0.0727]], device='cuda:0'), angle_fog : tensor([[1.0035]], device='cuda:0'), diff: 0.9308
image name [1479424778198092157], angle_normal : tensor([[-0.2712]], device='cuda:0'), angle_fog : tensor([[0.4053]], device='cuda:0'), diff: 0.6765
image name [1479424779198303539], angle_normal : tensor([[0.0637]], device='cuda:0'), angle_fog : tensor([[1.0892]], device='cuda:0'), diff: 1.0255
image name [1479424780198439772], angle_normal : tensor([[-0.0895]], device='cuda:0'), angle_fog : tensor([[-0.8892]], device='cuda:0'), diff: 0.7998
image name [1479424781198672924], angle_normal : tensor([[-0.0373]], device='cuda:0'), angle_fog : tensor([[1.7888]], device='cuda:0'), diff: 1.8261
image name [1479424782198849607], angle_normal : tensor([[-0.1284]], device='cuda:0'), angle_fog : tensor([[-0.3742]], device='cuda:0'), diff: 0.2458
image name [1479424783198994497], angle_normal : tensor([[0.3800]], device='cuda:0'), angle_fog : tensor([[0.6723]], device='cuda:0'), diff: 0.2922
image name [1479424784199191593], angle_normal : tensor([[0.1169]], device='cuda:0'), angle_fog : tensor([[0.1185]], device='cuda:0'), diff: 0.0017
image name [1479424785199374996], angle_normal : tensor([[0.2423]], device='cuda:0'), angle_fog : tensor([[0.2403]], device='cuda:0'), diff: 0.0021
image name [1479424786199561300], angle_normal : tensor([[0.1536]], device='cuda:0'), angle_fog : tensor([[0.1357]], device='cuda:0'), diff: 0.0179
image name [1479424787199733430], angle_normal : tensor([[0.1458]], device='cuda:0'), angle_fog : tensor([[0.0596]], device='cuda:0'), diff: 0.0862
image name [1479424788199964769], angle_normal : tensor([[0.0927]], device='cuda:0'), angle_fog : tensor([[0.1471]], device='cuda:0'), diff: 0.0544
image name [1479424789200023251], angle_normal : tensor([[-0.5626]], device='cuda:0'), angle_fog : tensor([[-0.2381]], device='cuda:0'), diff: 0.3245
